	uniform_rv
116	0.9623257975390094
117	0.008223023235196747
118	0.5186735148904403
119	0.4688684092196269
120	0.16229277735954473
121	0.12724922200807298
122	0.00827919882948902
123	0.994744001439332
124	0.34643964605478905
125	0.3625139891007799
126	0.7690322272921506
127	0.079851255899136
128	0.7155672860183288
129	0.6650653294702867
130	0.7701704360269084
131	0.23429127428880536
132	0.9050473469311278
133	0.8564643076511774
134	0.0867592079660584
135	0.9020818252010683
136	0.7901702683374595
137	0.5875324733951871
138	0.5084032378700616
139	0.8318058776577526
140	0.24600697654773107
141	0.39547404749656956
142	0.3206451570118116
143	0.08807220953956885
144	0.9081252826493516
145	0.9254872255518111
146	0.6215080099195672
147	0.5979081239260673
148	0.013803934265276041
149	0.7556640775314206
150	0.07916841319785883
151	0.09853501938795373
152	0.380205308977999
153	0.4292998098785801
154	0.9102465161475234
155	0.030526652529154874
156	0.8345870279164507
157	0.6741347279607275
158	0.6849150520254934
159	0.8316037724866062
160	0.8793308694157922
161	0.08809246505715529
162	0.6580746247654868
163	0.05161200619470918
164	0.9735965968225592
165	0.03053187826670556
166	0.8194613635635772
167	0.8974457618972159
168	0.15811663085478667
169	0.7354234324901517
170	0.2937566871615952
171	0.5633451574362738
172	0.5070436738660079
173	0.606701873992836
174	0.14679821606591403
175	0.9160941714738938
176	0.7924737941844059
177	0.6984736940222497
178	0.6399747103187068
179	0.8033986070309048
180	0.34425185847433404
181	0.039899680945524874
182	0.19292221956481514
183	0.4832023236812758
184	0.21678570342925751
185	0.5675067887571953
186	0.7753972079346689
187	0.8238662407653695
188	0.769836044043176
189	0.05868035805554883
190	0.05498794751848535
191	0.4265312522575303
192	0.3093502012178013
193	0.7379647906372355
194	0.6311876898490907
195	0.07308863034157631
196	0.15460904888747729
197	0.005159625019755976
198	0.8030778696233032
199	0.3716007190364571
200	0.7887004405580801
201	0.08805451005614962
202	0.2838112300863057
203	0.6579607096039336
204	0.21203778995995348
205	0.8728024106618009
206	0.18699242633865276
207	0.38409344051944205
208	0.42796491522657987
209	0.21280462815809742
210	0.31035398536955683
211	0.39924092471512884
212	0.9324388327041834
213	0.8984857279849505
214	0.0733982543650219
215	0.4735450275855363
216	0.6833219173003676
217	0.36084490219512877
218	0.23010734576386638
219	0.12164602908747324
220	0.4094268048230326
221	0.6953599340967361
222	0.44136941100853655
223	0.17516943324168033
224	0.7482222282575871
225	0.4697656952380517
226	0.8809703000507272
227	0.21516508697409087
228	0.6969225941442377
229	0.03288644691813847
230	0.3912037015144809
231	0.08484912489874341
232	0.17642533691154672
233	0.15524024327201646
234	0.036743068708068316
235	0.8339867863872134
236	0.5840169444137265
237	0.15587382673825312
238	0.628847014662103
239	0.7553036925786417
240	0.11776428315348397
241	0.6455042105749862
242	0.036500742136068465
243	0.3331806713127755
244	0.44010970704872654
245	0.5200643684435345
246	0.8917350316134721
247	0.7968200852666447
248	0.44045610017981585
249	1.2128468919181401e-05
250	0.9300077826685901
251	0.3142241264356156
252	0.8811541918097785
253	0.3284271320717026
254	0.6111622292820713
255	0.618221264980325
256	0.5195986003470945
257	0.1513972773070752
258	0.9417496211798078
259	0.7538635270720405
260	0.2747133970811071
261	0.24906265111625625
262	0.2601059635525639
263	0.2988665907254845
264	0.5278376497375482
265	0.47779259491969295
266	0.8576964533208145
267	0.4494089730643368
268	0.222983923335341
269	0.5304835972908577
270	0.8303214872261419
271	0.9770753949836622
272	0.4885034463703193
273	0.6115299099118142
274	0.6629443861872678
275	0.00017024332444059986
276	0.5960250605450664
277	0.08539364491296575
278	0.037776728990331354
279	0.9188734689584245
280	0.15799012296520676
281	0.9028414653985201
282	0.33793151128685417
283	0.22148465044654053
284	0.29976610593381137
285	0.5981689966684627
286	0.7107531686896744
287	0.23538968834055352
288	0.18110166247824655
289	0.44880682590752785
290	0.02063065548899501
291	0.7908183064761257
292	0.3713441732835576
293	0.7455034513198721
294	0.6754657511146304
295	0.021191113540695028
296	0.3523458225816961
297	0.3300340249455421
298	0.264378205829746
299	0.48950507625923256
300	0.09778262310645469
301	0.8488101187974408
302	0.14293237906504574
303	0.7342237718434237
304	0.48551361014704275
305	0.23360200775363715
306	0.9764558057162608
307	0.7630765354374688
308	0.32468996948838935
309	0.190287027488812
310	0.4691355011548536
311	0.9285587669679536
312	0.18493618974600412
313	0.5779339640184804
314	0.7697159323848117
315	0.8782822751717503
316	0.6570349518099124
317	0.09968597447869554
318	0.7711929628391528
319	0.5408527629645572
320	0.27509305395342953
321	0.5738814055060875
322	0.16708241729308793
323	0.024663964156540263
324	0.21757846343836362
325	0.18721866244837992
326	0.5499975573906515
327	0.029589848650473538
328	0.5744134931081986
329	0.9390978876281774
330	0.5351250517726853
331	0.5875001015627922
332	0.22185658070894454
333	0.7095329636064274
334	0.6773213030379261
335	0.2519752403802724
336	0.7331879857258443
337	0.27518570838763434
338	0.32866097558076546
339	0.053483567813781385
340	0.10387431184440121
341	0.5171886790890767
342	0.8452176207797609
343	0.9848326828858841
344	0.2301946840162684
345	0.9039513644331608
346	0.2559242213528087
347	0.5955199855539647
348	0.7791880509512599
349	0.28739251976250024
350	0.8602888896759101
351	0.9323759291957261
352	0.3046013869231452
353	0.341734880255415
354	0.03491063923933746
355	0.286939386208654
356	0.6637429091663251
357	0.41327245647982647
358	0.5822505300247058
359	0.4667192239410499
360	0.3805079956419163
361	0.3783320790699515
362	0.1115285624139073
363	0.2217410013967751
364	0.8181750904616035
365	0.08568904694725732
366	0.9308587195822998
367	0.07162753823657908
368	0.26573083664873554
369	0.8454803374346846
370	0.793910029265033
371	0.4194770799096852
372	0.8160917794460748
373	0.557076064991995
374	0.35195123632604985
375	0.46693664377640254
376	0.41675928530042805
377	0.7617085725664229
378	0.8561446063846537
379	0.2615796658357522
380	0.5541993300020293
381	0.4994292925680931
382	0.15383346752388027
383	0.36289707625789114
384	0.4616831016644558
385	0.31095875802299267
386	0.43986015367830944
387	0.7038384194531073
388	0.7500264638827826
389	0.30402437293163354
390	0.4247872722416892
391	0.39335642143707705
392	0.4725216292595501
393	0.5545953880510126
394	0.20516749574378101
395	0.17959539960717485
396	0.7137320665988639
397	0.21854953043796832
398	0.28171572054386185
399	0.2985461183689123
400	0.9857841902161458
401	0.4785863165486889
402	0.8153074597901724
403	0.29593107295496124
404	0.2240514017911318
405	0.1680091328110126
406	0.940070834808174
407	0.18427646705404832
408	0.33865802394969025
409	0.47921691228759766
410	0.6915161024051124
411	0.672262818228174
412	0.521377031348921
413	0.12911400484571234
414	0.4345083337929151
415	0.4446683705654009
416	0.4797692631925027
417	0.5848189572490485
418	0.2904516951158228
419	0.17085040526981277
420	0.32396137981563433
421	0.9814964737985108
422	0.31308910488057484
423	0.8077592361889243
424	0.7712110885766306
425	0.4549215875152698
426	0.4704490160521845
427	0.6418285683468476
428	0.2697056644905341
429	0.08191902346273605
430	0.7298225882698124
431	0.4071989638275416
432	0.5468455550324741
433	0.9665390675590199
434	0.9648391246974724
435	0.6754245630852155
436	0.2061652781647535
437	0.08442623375407277
438	0.9803854871617027
439	0.8429901775090857
440	0.21495575281868318
441	0.3003767341518597
442	0.08618676624158339
443	0.9989542692468347
444	0.4889018151742547
445	0.5998806854470776
446	0.8248314058990591
447	0.6998243672861789
448	0.636508520638808
449	0.37092884583540175
450	0.9675649909013825
451	0.5103788040981451
452	0.41619273237925813
453	0.7264685431685057
454	0.7334665594015584
455	0.39552429366227826
456	0.33846641602926075
457	0.7789535183984748
458	0.13622600104707572
459	0.9321451511840194
460	0.40089905864749775
461	0.8223418325851628
462	0.8308344139479724
463	0.7850806942215819
464	0.041746080401974806
465	0.5429400024749467
466	0.7701559270742337
467	0.7603853884522573
468	0.4823125436388226
469	0.4400349509429127
470	0.9431780846140719
471	0.5200635049056785
472	0.9563834129734395
473	0.06222626811994214
474	0.2691690685591914
475	0.9314644701701105
476	0.6000563786244296
477	0.06688360934949211
478	0.6068185357634096
479	0.09482943006286437
480	0.9714703821077048
481	0.03632576486651451
482	0.8801498381135955
483	0.8401926011283614
484	0.5830629450507934
485	0.45536793216412674
486	0.2149049701043182
487	0.7695878722265368
488	0.2899711733280612
489	0.9304169594183427
490	0.5667471902174487
491	0.3411503718358957
492	0.9788503818781585
493	0.7174969842083125
494	0.0066417915692778
495	0.722865330557431
496	0.4711290522002042
497	0.2255230342216803
498	0.12972131964565725
499	0.12413341251763921
500	0.6400284252952098
501	0.02962572450371692
502	0.39991167392776084
503	0.7227322314919452
504	0.030365774422192793
505	0.8644274480029875
506	0.21015205040844542
507	0.6609657394849402
508	0.34960820335277
509	0.7674813555276878
510	0.5267211096638316
511	0.29788031509995927
512	0.21498943272491922
513	0.560828111932831
514	0.9728263249857533
515	0.48948442428160066
516	0.3953442465503517
517	0.39847608860523887
518	0.45222793387988924
519	0.6796948811402311
520	0.2780988745070405
521	0.4860345977824525
522	0.6856891668191563
523	0.6382695782685899
524	0.7224593614139124
525	0.9980784752114867
526	0.3450196460056728
527	0.6320375672497954
528	0.0736810628812079
529	0.481205344999459
530	0.5090724128438421
531	0.9552800234616025
532	0.6296609504123444
533	0.4579453708167147
534	0.07810213534998378
535	0.3817350371957452
536	0.6053000424984876
537	0.12032118608250608
538	0.9093912712797724
539	0.1934316750336732
540	0.4141532229327607
541	0.3865364243221945
542	0.31611745412676395
543	0.8802489485167966
544	0.6645676776356849
545	0.6650896631749538
546	0.9030350802484619
547	0.30316984001499403
548	0.6541935775632827
549	0.07196245920019884
550	0.32537425687138255
551	0.17245049370840215
552	0.9334777147400662
553	0.917727412386779
554	0.2294721589283356
555	0.5104155848448821
556	0.41565897882893565
557	0.15553605279842653
558	0.19988048036290873
559	0.17341902991601643
560	0.7656140416445948
561	0.569282705740248
562	0.30482764899344417
563	0.8697751287970951
564	0.5717843008004229
565	0.7542827630040494
566	0.8662691516503692
567	0.24261877519695474
568	0.4847868432556586
569	0.9363913800697243
570	0.0017324438824107835
571	0.39432375241417483
572	0.14737835080933226
573	0.672023706280458
574	0.5115426667884211
575	0.5260998847451156
576	0.7384910208748823
577	0.8428172954454396
578	0.21255795562539426
579	0.8389020348170366
580	0.9849648974460085
581	0.7871610037663465
582	0.15166042516104583
583	0.7656686816911095
584	0.33496112553808854
585	0.5975608505952398
586	0.09733162819469465
587	0.6945577979261638
588	0.18600925039587646
589	0.4884055734580053
590	0.7379470036056427
591	0.2787132922090175
592	0.5949284869593168
593	0.3635785313834905
594	0.34575015013633326
595	0.5752890059632648
596	0.9440122390869685
597	0.25654219063479966
598	0.6545846000900825
599	0.06344140307547919
600	0.7283559337987977
601	0.3573575851247428
602	0.0863852385536007
603	0.14579243727169588
604	0.9048160089890183
605	0.27751655980873946
606	0.9794676833727679
607	0.37532684346573053
608	0.6536925631577856
609	0.5602926452606596
610	0.3435917999036747
611	0.8025627847875606
612	0.40729344308444704
613	0.6491219498219065
614	0.6059585327427294
615	0.10295102940498091
616	0.5974950971452535
617	0.3646761204101697
618	0.06823448194608694
619	0.15928828069294465
620	0.6832830483466216
621	0.3313271311072923
622	0.8688616245478572
623	0.3020727125396614
624	0.35145718970007955
625	0.44695673491763543
626	0.14374885379590463
627	0.4909950650418028
628	0.4349612694290962
629	0.6484334546049333
630	0.8456999495165846
631	0.322165097114515
632	0.5969629382878352
633	0.9201726358147875
634	0.29577827506835996
635	0.7332449545967369
636	0.41591050591914336
637	0.6028290003968724
638	0.10480897021415037
639	0.9146581754772592
640	0.6775459607392311
641	0.6325000990367567
642	0.22158380395556965
643	0.08633877496972386
644	0.17821005607675044
645	0.52497392238114
646	0.657118589373792
647	0.28510120102440406
648	0.34216335695467426
649	0.09514283290368586
650	0.1800193795143039
651	0.4642950207470796
652	0.012504132942100066
653	0.9667634182077075
654	0.8352527822980382
655	0.0015881567247447714
656	0.5519999615576756
657	0.3741901315028875
658	0.5152006388609834
659	0.12408337152764148
660	0.5610563351183536
661	0.6390227874127941
662	0.07481939042946573
663	0.3481834478129028
664	0.8399142087200174
665	0.6605183931581933
666	0.41055165436324037
667	0.1985226626805089
668	0.6691388298589984
669	0.02951660609754303
670	0.18491998718358904
671	0.8221367066831572
672	0.14413193787328016
673	0.8226592912938636
674	0.802377525410442
675	0.11078353475808811
676	0.21546331918951944
677	0.5817255665019723
678	0.1793999609142809
679	0.31418512617624983
680	0.33159538414983913
681	0.7220936880998785
682	0.35021879547747636
683	0.42584453458496396
684	0.37673087944656514
685	0.8420966269462323
686	0.633180625671395
687	0.2993212939481956
688	0.30976949585537505
689	0.9816535967427665
690	0.3230573403216912
691	0.1313214655641738
692	0.9766894383855194
693	0.006096645450893612
694	0.16873716693222285
695	0.5107778432240507
696	0.8423468362599164
697	0.1853526011853609
698	0.8881378070806107
699	0.06790540731787043
700	0.7297785691166219
701	0.5712940035035395
702	0.1163984842986091
703	0.6350154470349086
704	0.3959346136087598
705	0.23917241291096758
706	0.028898724841933787
707	0.4604681755716623
708	0.41616148579725054
709	0.48279236270196557
710	0.7688420938437766
711	0.9707812591797781
712	0.911851352448822
713	0.3363070259666775
714	0.34325779938188217
715	0.6125754652265686
716	0.8978868047323971
717	0.4062164622782124
718	0.8200003196278152
719	0.9068896355858068
720	0.58590942537215
721	0.8061309611153659
722	0.3942092971800115
723	0.6646234180923417
724	0.9499937920184539
725	0.5448076184073753
726	0.08637854655178046
727	0.22073297186764207
728	0.25518605870612565
729	0.6877290390727039
730	0.8367285822623745
731	0.7811426424805507
732	0.8713668942453652
733	0.8949913162984274
734	0.9262037469021198
735	0.17882645619267257
736	0.9287746886167964
737	0.8047632186104875
738	0.7825225083539651
739	0.7044427559171117
740	0.3972079805008213
741	0.02476817052787994
742	0.37646864907053434
743	0.7129051434554482
744	0.894504378778206
745	0.4304543606171154
746	0.8723148293924947
747	0.2931086662215854
748	0.4061687431030283
749	0.29887706770660505
750	0.10670590166530125
751	0.39788666410428875
752	0.4285137079718362
753	0.9182987790375791
754	0.6493661403136445
755	0.6732551246389109
756	0.12195310404071502
757	0.9599339399575064
758	0.7340130121533948
759	0.03864244661427896
760	0.6439083490972669
761	0.13654581574584168
762	0.42205374424339703
763	0.07066915666172224
764	0.1401701893554066
765	0.2873318575964665
766	0.66293151543424
767	0.1804321909181088
768	0.6643681690228183
769	0.4133989844606807
770	0.5495385529217186
771	0.38020032036321827
772	0.22668268061218777
773	0.13478458313521569
774	0.448367369766803
775	0.8495436984868749
776	0.03522136152880828
777	0.09688222789289613
778	0.6186789802084467
779	0.7115704602800649
780	0.22967661300424813
781	0.18984299499804058
782	0.3337223363795617
783	0.1538371755977932
784	0.8329935617228662
785	0.72217357219709
786	0.5207919778391221
787	0.8108737784460174
788	0.22713150318280295
789	0.6555679416717453
790	0.7067186606663988
791	0.11963659891386247
792	0.3800499484203227
793	0.24866157347882512
794	0.1738213964488462
795	0.2569851504308104
796	0.2443930724895369
797	0.08109651779564642
798	0.4954132225138139
799	0.8288841635680546
800	0.4217033769500733
801	0.6209018292730804
802	0.36716274803522564
803	0.22414727979708038
804	0.42512943658680913
805	0.45344131417118416
806	0.06220931050038181
807	0.45569699789971896
808	0.10011058955836627
809	0.12256193139914218
810	0.9472685615515827
811	0.7573396151243624
812	0.9861718680472146
813	0.11687977431893726
814	0.6651129055992582
815	0.3603233049080127
816	0.9489572327509694
817	0.21778550211047099
818	0.08276644123553456
819	0.6886959120728051
820	0.21789795847081805
821	0.16949324840869073
822	0.9777907469928135
823	0.7372828583273139
824	0.3690431070834249
825	0.5849111301124544
826	0.012782389225253654
827	0.7664912779189177
828	0.12300088396374331
829	0.8312166215399709
830	0.4920215462445998
831	0.8939111602362206
832	0.5367230300010398
833	0.6387120283430433
834	0.4044345470481965
835	0.9311248546918334
836	0.4798498070184354
837	0.02959413902294572
838	0.37358291735958904
839	0.08692016582050444
840	0.882400688059505
841	0.5536052438628853
842	0.014361964626192214
843	0.6208333531905248
844	0.9995652976534256
845	0.25554153190609097
846	0.09298690682853583
847	0.18502201121046635
848	0.8528726082799156
849	0.7603907429992924
850	0.8116622433669114
851	0.048071161285570096
852	0.1721535168203635
853	0.30247306440038835
854	0.5467347899305031
855	0.8431345186430732
856	0.7638975260689013
857	0.2628947172544004
858	0.3487568711251475
859	0.02560998309377205
860	0.06472833435446668
861	0.8619243915551745
862	0.2480190942263527
863	0.8020686845285306
864	0.5386466455700709
865	0.12056375546082043
866	0.1512285239581207
867	0.2203768858609566
868	0.5039821651296047
869	0.27386902619601683
870	0.5234324836383175
871	0.09212532123329287
872	0.008475951113823155
873	0.05425193585478383
874	0.34765331395132315
875	0.9706143744902384
876	0.2608244485896911
877	0.9929303079127884
878	0.3274942690701843
879	0.6650558254299825
880	0.23826680857315619
881	0.5768589466135124
882	0.3961107084347889
883	0.8526559790855557
884	0.48616050523783727
885	0.5674778451632091
886	0.03528353520153871
887	0.7852513349466886
888	0.9658519813649671
889	0.7397084353576425
890	0.9906348709392759
891	0.6946153148157257
892	0.023051383308139606
893	0.4803701474048985
894	0.778457401686552
895	0.9455419022806664
896	0.8095072159557466
897	0.4069414142290706
898	0.2837207916660278
899	0.6421301146148816
900	0.02039241289873106
901	0.414146464828835
902	0.7495487899721645
903	0.2837382692853633
904	0.3801786772471474
905	0.6168403080416323
906	0.06722892837776406
907	0.799618265653359
908	0.4386167700373441
909	0.6196161403579734
910	0.15188525193611346
911	0.3151059669790639
912	0.584658122042514
913	0.9520410413147955
914	0.7448722822219989
915	0.46526140021826756
916	0.29978180188709924
917	0.26530011031130496
918	0.8299920925968962
919	0.12064561393210416
920	0.4414676179027929
921	0.6340243822970536
922	0.7615327237871601
923	0.9443517472317323
924	0.42759561249640643
925	0.36518503161828164
926	0.37124201633399323
927	0.01887229403501356
928	0.46898501493014355
929	0.13246979276617366
930	0.9875242023283658
931	0.1607858889047049
932	0.5037410493088145
933	0.015499078629978458
934	0.9728136723493536
935	0.7221269956189348
936	0.37107226330998977
937	0.5223779248714219
938	0.3307290942490321
939	0.8113916590432898
940	0.556393922044291
941	0.344780245289827
942	0.22787662927380936
943	0.8511184776051121
944	0.7413029334095481
945	0.011533530526369962
946	0.4465955898980799
947	0.353959524102192
948	0.4132853496560672
949	0.280999644138199
950	0.9298373243951458
951	0.2572828655776874
952	0.31768948807299113
953	0.29800134782359156
954	0.46218847230537774
955	0.6413092005824647
956	0.8308405252443909
957	0.07728698158111702
958	0.17938763195299534
959	0.8911129186177185
960	0.9117289848239277
961	0.052021444385399684
962	0.8458048057901908
963	0.7399192088591495
964	0.4638641853991756
965	0.11762372813751643
966	0.14271230806163848
967	0.7218182179433714
968	0.01869794425972371
969	0.7736635283805317
970	0.7458704733106741
971	0.0755574135441136
972	0.7711412698727477
973	0.47388537754693216
974	0.5196464870354601
975	0.04365154279074002
976	0.9022733035335637
977	0.7439092112685862
978	0.537348629278676
979	0.6483762493192481
980	0.8464278106870597
981	0.873277332321181
982	0.0986818990106566
983	0.590253022479483
984	0.02511341026429148
985	0.5843471329494508
986	0.4653585725049343
987	0.3086773908804876
988	0.11251103895997694
989	0.3084313355812919
990	0.7231772665905748
991	0.041421752479866125
992	0.17047192261919286
993	0.2526455630525215
994	0.6149832684486645
995	0.5147374306714366
996	0.3941028646515575
997	0.6759914906725479
998	0.38741043191984315
999	0.36070042067626484
1000	0.9375654461742026
1001	0.10739892506172355
1002	0.13987255931401965
1003	0.6278259700152071
1004	0.6303945680783439
1005	0.1553379602893451
1006	0.4553127501856471
1007	0.5290301366201748
1008	0.23754832477176668
1009	0.7792474563828002
1010	0.22707199482805906
1011	0.5333175480040695
1012	0.2596636799866602
1013	0.9424081652372066
1014	0.5371776360690081
1015	0.0630570444486449
1016	0.8393208998081675
1017	0.15518990290549695
1018	0.9729740011404999
1019	0.7170716288442611
1020	0.4619848410641676
1021	0.617185383843167
1022	0.70117354911027
1023	0.2282152221705379
1024	0.48653819642381313
1025	0.030969432520317475
1026	0.3138752772522878
1027	0.5262560883208529
1028	0.42155767840093783
1029	0.6080639736737481
1030	0.626647045486808
1031	0.3695001621564178
1032	0.6256313587005254
1033	0.5709467290258676
1034	0.7437131026888588
1035	0.8890690851900488
1036	0.8564054803623693
1037	0.7767680678738798
1038	0.4011538770557508
1039	0.862331861848138
1040	0.9132783097484626
1041	0.663289999409788
1042	0.7402636755201263
1043	0.15909874571649762
1044	0.5387762663843733
1045	0.19802158950365079
1046	0.8015201588771131
1047	0.585069563045944
1048	0.35818209090283715
1049	0.8920813475156828
1050	0.2955677378447409
1051	0.7343633448807072
1052	0.8740885781156151
1053	0.4820676882353194
1054	0.5802233214392483
1055	0.5895243260077808
1056	0.16654039500836149
1057	0.20154837348918164
1058	0.6664425087297154
1059	0.012898422401701026
1060	0.5073484893822863
1061	0.18268930782333503
1062	0.9959400445400374
1063	0.3590231047060932
1064	0.576440072004911
1065	0.4880216452290267
1066	0.02145743801116262
1067	0.04607478990079261
1068	0.04585305534387396
1069	0.03735657780091617
1070	0.984710961762769
1071	0.5773015331678736
1072	0.6083375320328819
1073	0.3023134997769693
1074	0.8618003964325607
1075	0.9761343801712817
1076	0.38031711044911776
1077	0.4881115601763656
1078	0.6034439237835201
1079	0.6029554502797584
1080	0.21897603074574723
1081	0.19374176324800363
1082	0.07668336212072324
1083	0.44758127532934855
1084	0.7110712685233882
1085	0.7664563074776727
1086	0.5835918080793261
1087	0.6662182870446371
1088	0.560768498174527
1089	0.7913991114294371
1090	0.6571192431395618
1091	0.8646407699639406
1092	0.7187533199741941
1093	0.9338511085470474
1094	0.7556467504576797
1095	0.9078905485206628
1096	0.34635552576676454
1097	0.6438898576615965
1098	0.03707529649161778
1099	0.3646526439044874
1100	0.15178963688705405
1101	0.8719055748140683
1102	0.6224075624312245
1103	0.3086681444970547
1104	0.5622609359434275
1105	0.9058053132948676
1106	0.3452547043608526
1107	0.023554076357847453
1108	0.7634313420531139
1109	0.018058834287461023
1110	0.17432227672547662
1111	0.7544484371283261
1112	0.2634340215116574
1113	0.6671316442827803
1114	0.05637208393205462
1115	0.4883894456779253
1116	0.5396801407762255
1117	0.7386996656223517
1118	0.468299870519446
1119	0.2514627968147155
1120	0.4933383403127246
1121	0.6429844682854323
1122	0.22691925608074515
1123	0.5786000907149987
1124	0.7780891585242113
1125	0.26025774380527233
1126	0.9618150074382573
1127	0.919155131006502
1128	0.749106097974996
1129	0.30952739861447454
1130	0.8370347786416954
1131	0.2998741204434958
1132	0.6001938594212063
1133	0.6922770270301029
1134	0.42904388579912867
1135	0.8344341162846828
1136	0.9261237450782243
1137	0.15679502002942736
1138	0.12376658553487452
1139	0.6110495802260957
1140	0.9295769485569952
1141	0.6869620202970319
1142	0.7402174086930542
1143	0.20805791391326167
1144	0.25438071149628094
1145	0.38351703504974155
1146	0.43965612820491484
1147	0.4622859759416582
1148	0.31068088236323577
1149	0.691846155314376
1150	0.1725522914014075
1151	0.14218635016546866
1152	0.04755814649919998
1153	0.8116714151554658
1154	0.7003503814821654
1155	0.2061152437485655
1156	0.006274259017082562
1157	0.8797885656771361
1158	0.6979962199201302
1159	0.7375039067170257
1160	0.40937727150981496
1161	0.21260983866079086
1162	0.7609891628448953
1163	0.2614959569186829
1164	0.9833767791232592
1165	0.0635700932990978
1166	0.4771318025562966
1167	0.7599148699061548
1168	0.7667456674024848
1169	0.28731978490694066
1170	0.0012735922250650678
1171	0.5402955040705922
1172	0.021908009183201793
1173	0.03484295310085428
1174	0.12474807089419082
1175	0.6308888700492571
1176	0.47725484785470973
1177	0.2120255762479002
1178	0.9809588743024064
1179	0.7565478154573467
1180	0.003030449417482428
1181	0.9602027632797526
1182	0.26596734706450487
1183	0.32223184545872763
1184	0.5979466158231607
1185	0.8019709761964767
1186	0.7331180143900065
1187	0.6191914296310222
1188	0.8460313141254161
1189	0.4839320688466965
1190	0.7071354092528349
1191	0.8400348144193919
1192	0.04641408188427765
1193	0.990185833950747
1194	0.49112648651788793
1195	0.24659840275114497
1196	0.6463654296732863
1197	0.9449364933341775
1198	0.0701825189432631
1199	0.24471292564434122
1200	0.8918156790192826
1201	0.5460328254716533
1202	0.09304028166484091
1203	0.4217973414991769
1204	0.6014563706800832
1205	0.8960679275576682
1206	0.4917742525815667
1207	0.957022385094426
1208	0.8502908903675271
1209	0.3338703422228332
1210	0.3271571505218346
1211	0.03437527814196861
1212	0.723446672204912
1213	0.04369318289213153
1214	0.5888546296172673
1215	0.7931551770972128
1216	0.2124598615184463
1217	0.19869789968782647
1218	0.6756344172492255
1219	0.5954825079756939
1220	0.21351641970486246
1221	0.6275513980435514
1222	0.439611408016482
1223	0.5547015479340225
1224	0.5092074885317169
1225	0.10834988117579725
1226	0.9199960019676895
1227	0.48748003172163956
1228	0.026442112718294997
1229	0.3310496853343966
1230	0.6401508985680026
1231	0.8342595326998992
1232	0.8456956056134568
1233	0.5698504883840403
1234	0.187439999896851
1235	0.9353413389104561
1236	0.29958396356412864
1237	0.5203796087735045
1238	0.23109408062126735
1239	0.6071539133796519
1240	0.39994611158909177
1241	0.992352198884292
1242	0.7678244203507344
1243	0.22068777341228407
1244	0.27184580531944724
1245	0.3572135785479844
1246	0.01986827099352806
1247	0.19098880020778652
1248	0.21512675921917668
1249	0.377220716494436
1250	0.07542294861491505
1251	0.9380381369952402
1252	0.3153832960688734
1253	0.4340824995137764
