	mean
464	0.5045485891030281
465	0.4959914212177016
466	0.5016359451074925
467	0.5012224320744374
468	0.5004271442945903
469	0.49968190196084844
470	0.4991723193685969
471	0.5005535467868849
472	0.4999825929976068
473	0.5019119432625697
474	0.5060160691530896
475	0.49798336176852637
476	0.5047359380660092
477	0.49680785294351953
478	0.5069016600772558
479	0.5007653528405817
480	0.49932076114596413
481	0.5015214244855071
482	0.5052680865510429
483	0.495788513562743
484	0.5009193331182522
485	0.5045136624146505
486	0.49512822244212357
487	0.49736992340251945
488	0.5010459385057446
489	0.5032537321724648
490	0.5038825658679337
491	0.49881415671105295
492	0.4957812641246748
493	0.499500456241522
494	0.49281804542873087
495	0.4999490867955439
496	0.49802552872765427
497	0.4976050726734034
498	0.5002441890123119
499	0.4994144508523338
500	0.5011528785194674
501	0.4993065370427948
502	0.5014421903507389
503	0.49981984203085383
504	0.4932573587640033
505	0.49909129475748276
506	0.4970650631460504
507	0.5011376027873355
508	0.4998879614634656
509	0.49976361415766113
510	0.49514960432584737
511	0.49666165746233226
512	0.499590212323769
513	0.5000444645122274
514	0.4953759316367719
515	0.5005551808141083
516	0.5023910885314211
517	0.5004412580727333
518	0.5061475257346132
519	0.4995915015720284
520	0.49678679377722557
521	0.5022532605598798
522	0.4982066519356825
523	0.500236528872651
524	0.4995818240262768
525	0.49811330153381866
526	0.5014089465078497
527	0.5002941482857021
528	0.5011548995188048
529	0.5029393799561429
530	0.5003076280236308
531	0.5030342102592151
532	0.4994552283903635
533	0.5005666285376629
534	0.49469879334024147
535	0.5025418319073931
536	0.5027200514399525
537	0.502988908466809
538	0.4965862351485054
539	0.4990348212940973
540	0.499460307030235
541	0.49340887055720023
542	0.49837570567459877
543	0.49927782605437315
544	0.4990260479371426
545	0.5015975407105937
546	0.49828246121146613
547	0.5017896619482747
548	0.4923006926839561
549	0.49952220683347887
550	0.5013633747894796
551	0.500271799793775
552	0.5019355705700844
553	0.49830576638976254
554	0.5041927318684324
555	0.49986333615817163
556	0.5034908416496104
557	0.500023716988869
558	0.5022322515327556
559	0.5068939884668955
560	0.5013704960972104
561	0.5026437825439062
562	0.5016887576769826
563	0.49600767514952676
564	0.49750869501098194
565	0.5013084774786989
566	0.5009305006989444
567	0.5027526815051753
568	0.498702069475101
569	0.5028135516658085
570	0.49489344705998983
571	0.5006773932107841
572	0.5002497119112604
573	0.4976161516057761
574	0.4986850190628061
575	0.49814626828267683
576	0.5016632476891488
577	0.49821142631832244
578	0.493208676106524
579	0.4975710883912615
580	0.4987867115762254
581	0.5022980779744672
582	0.4998354129020061
583	0.49726448236731885
584	0.4988528991851231
585	0.4985634609817097
586	0.5067923261880289
587	0.4958708413441439
588	0.5025856735863188
589	0.4989686025167569
590	0.5013849075411028
591	0.5034473208826066
592	0.501757126754277
593	0.4973671488073023
594	0.5035131211173252
595	0.5021279059533684
596	0.500936908589593
597	0.4991112143542293
598	0.4993673155914515
599	0.5019119738145359
600	0.5014492227639907
601	0.500774124902866
602	0.5012982563948523
603	0.49903617365338976
604	0.4996090366120544
605	0.5067356434261634
606	0.5052325089187236
607	0.49944260864483786
608	0.4972067859952491
609	0.5013074792996494
610	0.5049654160355779
611	0.5038895826100983
612	0.4935352528174898
613	0.5026471238352007
614	0.4997640662081941
615	0.503913710504861
616	0.5037979410489312
617	0.4929313807242076
618	0.49479772200846944
619	0.501959288466643
620	0.5033245206204789
621	0.4978266888683447
622	0.5038252364024832
623	0.49770290050452975
624	0.5049064087098663
625	0.5003422220642639
626	0.4985084891710253
627	0.5005412710859319
628	0.48918083334447965
629	0.499058246966168
630	0.5000556572479923
631	0.5007071931451722
632	0.4964301956399606
633	0.5065934381331505
634	0.5071827359365754
635	0.5016286222540546
636	0.4963477871656443
637	0.49966334212323626
638	0.49612785375947116
639	0.5029281471466582
640	0.4958113319327119
641	0.5002631118882737
642	0.4996762147313114
643	0.4970569409848327
644	0.4975382241525458
645	0.498906900281303
646	0.5024777500456096
647	0.49709208050604675
648	0.49731323835249686
649	0.49631861175080466
650	0.5070055782469438
651	0.5015564650208927
652	0.49516629847162996
653	0.5006374318493454
654	0.5019024568697987
655	0.4992262639777836
656	0.5039218810258654
657	0.49979935168266293
658	0.49951024013597617
659	0.49896064047079897
660	0.49945957242496714
661	0.502056194303745
662	0.4919559089370001
663	0.4983839229143033
664	0.4981294718433832
665	0.49620914717939113
666	0.500330032914691
667	0.5027759662184065
668	0.500938653552788
669	0.498403277427896
670	0.5024281508504475
671	0.4977220389375628
672	0.49843775674644814
673	0.5008116452862363
674	0.5022081032881892
675	0.49924592457119715
676	0.49615777680640966
677	0.5052261810928438
678	0.49802901975807234
679	0.4992434951591534
680	0.502082154911057
681	0.4979311685684902
682	0.4994295751941271
683	0.5031433154961585
684	0.4974952699846064
685	0.4945773407796326
686	0.5024044302914069
687	0.5035575299442979
688	0.4979453475315236
689	0.5012004355747683
690	0.5016157370935437
691	0.4998761586875677
692	0.49738331977270855
693	0.49995596369828355
694	0.4977385231801838
695	0.49645329890427103
696	0.5008073223805878
697	0.49921014008296133
698	0.5018770188848619
699	0.5018097596462421
700	0.4941592024075392
701	0.4997703446478815
702	0.5014890171470165
703	0.5020468266756727
704	0.496816734657261
705	0.5011659115284757
706	0.5014446452868953
707	0.5006809242580674
708	0.5023812120189071
709	0.49426857770317545
710	0.49613455383171823
711	0.5039592301050356
712	0.5026580281595682
713	0.4932430850771221
714	0.4995301272695706
715	0.49787127131570297
716	0.4985511137068533
717	0.49983200739872974
718	0.5020387863856632
719	0.4992129599808119
720	0.49652355045127816
721	0.49692058554317364
722	0.49908275358099974
723	0.5020761041002737
724	0.5020283072449357
725	0.49862264224072306
726	0.49783099081634047
727	0.5011071056377682
728	0.5021028391714433
729	0.5054573855084598
730	0.4969321471013376
731	0.5047275679348483
732	0.499965132280539
733	0.5063136036290669
734	0.5007047873463505
735	0.5005798201680959
736	0.5032840427583466
737	0.49828831621967773
738	0.4957439733047725
739	0.49988577789228456
740	0.4982642913274667
741	0.4976092047025396
742	0.497640373079256
743	0.5014041098407871
744	0.4993193067938153
745	0.500010492919057
746	0.502692805240093
747	0.499030033561
748	0.49586165928152076
749	0.5022493195907021
750	0.4994802038255443
751	0.5025032165868333
752	0.5029711443130466
753	0.5029191751844165
754	0.4984999397497406
755	0.5022468297925461
756	0.5016029859171034
757	0.49638405915249206
758	0.4974236935215159
759	0.4941530993048431
760	0.4987932547643668
761	0.49777900626430927
762	0.49669810244427265
763	0.49930325000958636
764	0.4996431311237744
765	0.4973979922443286
766	0.5009682630292531
767	0.5009455138188287
768	0.5028365634348418
769	0.4995910787922779
770	0.5020361579510896
771	0.49370564600323985
772	0.5013417649672084
773	0.49451630128749546
774	0.49660264167473095
775	0.5020709887647453
776	0.49328385057138774
777	0.5029861910772357
778	0.5004250250991263
779	0.5031415048874801
780	0.4962724740700966
781	0.49477411904934854
782	0.4980539198701667
783	0.5025745634395353
784	0.49828929976677244
785	0.49998871901400027
786	0.49743498971307215
787	0.5014652274644886
788	0.5012530037109795
789	0.49454831388080195
790	0.5029394859590787
791	0.4998108525881782
792	0.5030005337163969
793	0.49840583971529523
794	0.5052723315261851
795	0.49709089290777936
796	0.49938235547578025
797	0.49787598220796997
798	0.5006172789738328
799	0.5030499079231195
800	0.49814503533450327
801	0.5024401645371505
802	0.5029922202061788
803	0.5003395589123465
804	0.5020099236678807
805	0.5015308063752049
806	0.49980044138884966
807	0.5015392970151327
808	0.5046548974499985
809	0.5006206499106455
810	0.49700680575151757
811	0.5046597580115093
812	0.4983303239536168
813	0.49850472994023837
814	0.5011766785946067
815	0.4952541247120763
816	0.5045516017167397
817	0.5034561110009902
818	0.4993146080652131
819	0.4997342094144285
820	0.5024118889792416
821	0.5026324740755052
822	0.4995025324348264
823	0.49882848330433205
824	0.49993258217332887
825	0.5015270585810655
826	0.4994313762173064
827	0.49911042000963446
828	0.49902743325943266
829	0.501013133615241
830	0.4992832535462526
831	0.49851311155811784
832	0.498950881676161
833	0.49715780749693905
834	0.49525677820387976
835	0.4972627816777416
836	0.4983458305543512
837	0.5018997996919439
838	0.5049023726293373
839	0.4979518257563551
840	0.502163286716564
841	0.5000617769262021
842	0.49961864216998003
843	0.4952072340245313
844	0.49939535889378167
845	0.5022644055479882
846	0.49898730640298233
847	0.5009393334095941
848	0.5016681328206485
849	0.4987962281108664
850	0.5057312850537075
851	0.4979729625408184
852	0.4982283828160016
853	0.4971384316414293
854	0.4986974893493626
855	0.5009358722120612
856	0.5007172997726731
857	0.5043427507020932
858	0.5050050976214934
859	0.5059374821615309
860	0.4966948055799515
861	0.5004403800806184
862	0.49949599339875883
863	0.5044429255918552
864	0.49439149456930037
865	0.5011293067682335
866	0.4974548975218272
867	0.4986139236646137
868	0.5011803033085249
869	0.5061637086606458
870	0.4993076562637115
871	0.4975257688919235
872	0.49967289390335556
873	0.5002069222214766
874	0.5015850825207465
875	0.49585801395063756
876	0.497733802319447
877	0.5032175113122412
878	0.5021330984693079
879	0.49128428215457753
880	0.4970744045381784
881	0.5006486633112333
882	0.49666998033587234
883	0.49785817928053455
884	0.49927948461614086
885	0.49518815088184803
886	0.4970483268238211
887	0.49899816026532307
888	0.49979522355208117
889	0.49825862138013455
890	0.4980186867847778
891	0.5014973402740309
892	0.5021691123977075
893	0.49738453447075115
894	0.4998993225842444
895	0.5012830428818528
896	0.5016730296756541
897	0.4998527921040598
898	0.5017630299274088
899	0.5013202292023666
900	0.5009014768133405
901	0.4983628622984718
902	0.5014129319368927
903	0.4980433215628133
904	0.5014582069632482
905	0.49533082342790175
906	0.5024492533732815
907	0.5015262978508339
908	0.49880291258921844
909	0.49985007993909064
910	0.500364505312411
911	0.5006069310256591
912	0.5020747054948097
913	0.5008485907045279
914	0.49737324491183826
915	0.5047966615281517
916	0.49526716614202304
917	0.49763416666770666
918	0.4981778652062182
919	0.4995576279565794
920	0.500010356275736
921	0.4981653874123541
922	0.49588299748208253
923	0.4983266193263519
924	0.506135007531409
925	0.49781404273504287
926	0.5080063958094327
927	0.49533395906530586
928	0.5005147277250205
929	0.5027399386180786
930	0.503794273843258
931	0.4983323787817591
932	0.49855210062138866
933	0.4988807332145558
934	0.5065265075461655
935	0.49687622676718346
936	0.5017950310806826
937	0.5002844369594828
938	0.501322154448768
939	0.5039412825252769
940	0.5009757654837372
941	0.5006038654727379
942	0.49907494747163345
943	0.5007623388075636
944	0.4932017028777714
945	0.49660092345198625
946	0.5005450066757269
947	0.4963061247858861
948	0.5012930180062576
949	0.4982114450246835
950	0.49874708051417765
951	0.49893553725219864
952	0.49870494897076123
953	0.4964782916926491
954	0.5009026955900265
955	0.49865622634832746
956	0.4993095671446375
957	0.49467305250367954
958	0.49592570502874417
959	0.49913772973373244
960	0.4972827501404599
961	0.501398068856912
962	0.49792876776759665
963	0.4960227400854937
964	0.5014158187090137
965	0.49813358145492603
966	0.5026259960155754
967	0.49789345512336886
968	0.5012327613734197
969	0.5069908187840658
970	0.49558253886876463
971	0.49946077832575264
972	0.5006427893584999
973	0.49673199603389023
974	0.4996062617068311
975	0.5020652699743583
976	0.4992985146629123
977	0.49756854849987464
978	0.49639798713940864
979	0.5012573011872252
980	0.49830442041024325
981	0.4991718775146957
982	0.5015265871086383
983	0.4999104558896257
984	0.4988594132074555
985	0.49827415952200926
986	0.5053439515412296
987	0.49830471866714326
988	0.49927924245490923
989	0.4997298408162779
990	0.49525586102907976
991	0.4985517473517836
992	0.5023361329236782
993	0.4994620586736804
994	0.49884233430370123
995	0.4975062313760155
996	0.500746972610045
997	0.5021924175024366
998	0.5015876888080053
999	0.49646530059776234
1000	0.5030489456258017
1001	0.4999660777240887
1002	0.49681496685810933
1003	0.49969600940425346
1004	0.4999935969232434
1005	0.49638022579656355
1006	0.501297014975227
1007	0.5014762294504302
1008	0.5054553807449782
1009	0.5029546643624335
1010	0.49653589859935837
1011	0.4972707383184568
1012	0.49968095248378924
1013	0.5086459898822464
1014	0.4995315679989331
1015	0.4935343295641752
1016	0.4947719736998445
1017	0.5010769847939164
1018	0.4987623711244257
1019	0.5016472414409184
1020	0.5012482761240012
1021	0.4973216326580333
1022	0.5000839730223987
1023	0.4935656171253071
1024	0.5055910688537061
1025	0.49736546359078004
1026	0.5028527466806311
1027	0.4997276827835316
1028	0.498014687407806
1029	0.49873402969001507
1030	0.4971076058133206
1031	0.5048911918193899
1032	0.4991107244868933
1033	0.5013030124984543
1034	0.49664870337499806
1035	0.5029398421305847
1036	0.49705869849381035
1037	0.5022357971745814
1038	0.4959362419531686
1039	0.5013738447803293
1040	0.5001483916329235
1041	0.49975232721206814
1042	0.5018998476182761
1043	0.4986556604719466
1044	0.5002301522274759
1045	0.4997564379908353
1046	0.49874599790892044
1047	0.5018609488886977
1048	0.501235938074798
1049	0.5035708775804425
1050	0.4965520449815132
1051	0.5020993267965567
1052	0.5018414514541455
1053	0.5005549323564019
1054	0.4977583132996242
1055	0.50166196050739
1056	0.49887366469358685
1057	0.4961155254613485
1058	0.4979979102791824
1059	0.500089252558121
1060	0.4978770866765003
1061	0.4989945819932407
1062	0.5008595482584149
1063	0.49927586157686393
1064	0.5009093125186654
1065	0.49961967709111993
1066	0.501679575322212
1067	0.5005814736448565
1068	0.503134194730132
1069	0.5022527913673464
1070	0.5002350335608646
1071	0.5034756051964088
1072	0.4966807208429197
1073	0.4962427467091971
1074	0.5020327840841546
1075	0.49787101575790876
1076	0.5014688344072293
1077	0.4932136807036703
1078	0.5003783962441154
1079	0.4998791158353731
1080	0.4999593630472153
1081	0.49893542167978905
1082	0.5020565550493642
1083	0.5011747971896633
1084	0.5007062798312327
1085	0.5037407046124666
1086	0.4984692781438368
1087	0.4996975050803544
1088	0.49884893461724505
1089	0.49805110086514687
1090	0.4992392900659921
1091	0.4957935925294979
1092	0.49746019043244977
1093	0.5031487124856219
1094	0.4998862627448555
1095	0.4940047700451928
1096	0.501829344001651
1097	0.497111757332086
1098	0.500924127404914
1099	0.5011359065922846
1100	0.498021625050464
1101	0.5043081955231621
1102	0.5026316101536606
1103	0.49854755935547873
1104	0.4993159105916637
1105	0.5039825614018957
1106	0.5002413116617227
1107	0.4935368250575685
1108	0.5001807042429921
1109	0.495944868642897
1110	0.5004466139708502
1111	0.4958022598831041
1112	0.49488506104240626
1113	0.49886700688113467
1114	0.5066377601368237
1115	0.5000721417886727
1116	0.5023644677552994
1117	0.5001413814367124
1118	0.49994751058377085
1119	0.504216390337609
1120	0.49853994999197887
1121	0.49776271035316594
1122	0.5009313573362631
1123	0.49739861581438255
1124	0.5007352754273418
1125	0.5007463164284298
1126	0.49969971309091
1127	0.5051363013199196
1128	0.5036022359043971
1129	0.4985383355737973
1130	0.4978893612925355
1131	0.4997937105926986
1132	0.5002387791703591
1133	0.505607051524598
1134	0.49808419074690136
1135	0.49937369733589476
1136	0.5040008889883741
1137	0.4978137843549433
1138	0.49558742820038626
1139	0.4986999080756748
1140	0.5014621903198686
1141	0.5046527717871613
1142	0.503251357850991
1143	0.5006515456056457
1144	0.49772217968807797
1145	0.5000361568047578
1146	0.5053703221548592
1147	0.49797314945058024
1148	0.5029106543713369
1149	0.5029833748645222
1150	0.5008973491220216
1151	0.505498754922235
1152	0.4997916858387969
1153	0.4997414612294253
1154	0.49991954140937134
1155	0.5045822855148426
1156	0.4969889415690206
1157	0.5033531737109012
1158	0.5010335225719662
1159	0.4985394442552792
1160	0.5006455152699415
1161	0.49765928530954434
1162	0.49844649065692775
1163	0.5026235968155509
1164	0.5089154750466254
1165	0.5006120820722848
1166	0.49980590433596045
1167	0.49838355102103876
1168	0.49807278025730284
1169	0.5022445508233947
1170	0.5012712256968347
1171	0.5006607064005624
1172	0.5029995933412492
1173	0.4963999646091158
1174	0.4942783849980964
1175	0.5022616698502826
1176	0.5028228389137385
1177	0.4982990609029248
1178	0.504613050791893
1179	0.5000602269701354
1180	0.502357119250199
1181	0.5023767731108421
1182	0.49760772273208875
1183	0.5011213266837464
1184	0.5002686444189671
1185	0.4977807442657022
1186	0.5020997000875296
1187	0.4955492164843764
1188	0.5009410903417222
1189	0.4983470288560868
1190	0.4976550391564275
1191	0.4976172793073438
1192	0.49751785209240507
1193	0.49607189255050854
1194	0.5026988977883822
1195	0.49711511401179487
1196	0.4998270484352731
1197	0.5044336431101316
1198	0.4981237598388358
1199	0.49985749548391367
1200	0.5013923657327467
1201	0.49515060968849384
1202	0.5040363824381209
1203	0.4985273100837947
1204	0.5022163168839091
1205	0.49693700625096426
1206	0.5024973915872976
1207	0.49816760383015807
1208	0.5035816850817013
1209	0.4997345866170318
1210	0.49800490771866146
1211	0.49877541166336825
1212	0.5052712404537278
1213	0.49937684899142915
1214	0.5020071424811542
1215	0.4971370821908071
1216	0.4964821690914861
1217	0.497758625201405
1218	0.4982851852749386
1219	0.5006862707872372
1220	0.4989260690629051
1221	0.5026499518799921
1222	0.5011041096376141
1223	0.4975852128941795
1224	0.5005326341176275
1225	0.4992677744315907
1226	0.5002175089750179
1227	0.4977574631822574
1228	0.5023849472819288
1229	0.5051094130844828
1230	0.49890453752944375
1231	0.49884633484982294
1232	0.5000112235987375
1233	0.4951362229186061
1234	0.5030108439102864
1235	0.5000993627995799
1236	0.49703487442749394
1237	0.503876896079772
1238	0.5008941581264391
1239	0.49949179028934343
1240	0.5008346344421791
1241	0.5043550391893393
1242	0.4975008543051459
1243	0.49844764000096003
1244	0.5039742609888047
1245	0.49582537604666566
1246	0.4949165558307483
1247	0.4967781400989756
1248	0.5033895454182978
1249	0.49845783880988465
1250	0.5021743981428661
1251	0.503252220426779
1252	0.49632756276660756
1253	0.4966208967211039
1254	0.5049433798688389
1255	0.5001612270155484
1256	0.4922473494344928
